0,7002712477396023; -3460614,8825065275
0,7454792043399638; -3460707,310704961
0,7906871609403254; -3460765,274151436
0,8155515370705244; -3460801,3054830288
0,8788426763110309; -3460875,7180156657
0,9240506329113924; -3460912,5326370755
0,9669981916817358; -3460930,548302872
0,9986437613019892; -3460933,6814621408
1,0574141048824595; -3460924,2819843343
1,102622061482821; -3460908,6161879897
1,1478300180831826; -3460888,2506527416
1,1930379746835444; -3460863,18537859
1,238245931283906; -3460836,5535248043
1,2857142857142858; -3460810,7049608356
1,3309222423146474; -3460789,5561357704
1,373869801084991; -3460777,8067885116
1,4145569620253164; -3460770,7571801567
1,4620253164556962; -3460776,2402088773
1,507233273056058; -3460789,5561357704
1,5524412296564196; -3460806,005221932
1,5953887884267632; -3460817,7545691906
1,6338155515370705; -3460823,237597911
1,6858047016274866; -3460822,454308094
1,7310126582278484; -3460815,404699739
1,77622061482821; -3460798,955613577
1,8214285714285716; -3460777,0234986944
1,8666365280289332; -3460748,0417754566
1,9095840867992768; -3460712,7937336816
1,9570524412296564; -3460672,0626631854
2; -3460625,8485639687
